title,type,description,release_year,duration,genre_id,title_platform
Hannah Montana,TV Show,Hannah Montana is a live-action comedy series that follows typical tween Miley Stewart.,2005,4 Seasons,"Comedy,",Disney Plus
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Movie,A look at Miley Cyrus's sold-out concerts and her life on tour.,2008,83 min,Concert,Disney Plus
Hannah Montana The Movie,Movie,Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle.,2009,105 min,"Comedy,",Disney Plus
Hatching Pete,Movie,"The identity of Brewster High's mascot, The Chicken, is a big mystery.",2009,90 min,"Comedy,",Disney Plus
Hawaiian Holiday,Movie,Mickey and gang experience Hawaii through hula dancing and the beach. See details for advisory.,1937,9 min,"Animation,",Disney Plus
Heavyweights,Movie,Portly misfits join up to take back their summer camp from a fitness guru.,1995,98 min,"Comedy,",Disney Plus
Herbie Goes Bananas,Movie,A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.,1980,93 min,"Action-Adventure,",Disney Plus
Herbie Goes to Monte Carlo,Movie,Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.,1977,105 min,"Action-Adventure,",Disney Plus
Herbie Rides Again,Movie,Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.,1974,89 min,"Comedy,",Disney Plus
Hercules,Movie,Hercules must go from zero to hero to save the universe from Hades' wrath.,1997,98 min,"Action-Adventure,",Disney Plus
High School Musical,Movie,A basketball star and a brainy girl find a place in the spotlight…and love.,2006,100 min,Coming,Disney Plus
High School Musical 2,Movie,The East High Wildcats take on summer and let their talents shine.,2007,114 min,Coming,Disney Plus
High School Musical 3: Senior Year,Movie,"Troy, Gabriella and the rest of the East High kids take on senior year.",2008,121 min,Coming,Disney Plus
High School Musical: The Musical: The Series,TV Show,"For the first time ever, East High Wildcats put on a production of High School Musical: The Musical!",2019,2 Seasons,"Comedy,",Disney Plus
Hocus Pocus,Movie,Three 17th-century Salem witches are conjured up by unsuspecting children.,1993,96 min,"Comedy,",Disney Plus
Home on the Range,Movie,A corral of critters join forces to save their farm from a band of outlaws.,2004,82 min,"Animation,",Disney Plus
"Honey, I Blew Up the Kid",Movie,A wacky inventor accidentally turns his baby boy into a towering toddler.,1992,90 min,"Comedy,",Disney Plus
"Honey, I Shrunk the Kids",Movie,Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall.,1989,94 min,"Action-Adventure,",Disney Plus
"Honey, We Shrunk Ourselves",Movie,"This time, Wayne Szalinski's shrink machine is pointed at the parents!",1997,76 min,"Action-Adventure,",Disney Plus
Horse Sense,Movie,Spoiled Michael spends a summer at his cousin Tommy's Montana ranch.,1999,92 min,Coming,Disney Plus
Hostile Planet,TV Show,Hostile Planet reveals the animal kingdom’s epic stories of survival in extreme environments.,2019,1 Season,Animals,Disney Plus
Hounded,Movie,"Trying to right a wrong, Jay accidentally steals the principal's show dog.",2001,92 min,Animals,Disney Plus
How Dogs Got Their Shapes,Movie,Canines are one of the most diverse species on Earth – how did they get that way?,2016,44 min,Animals,Disney Plus
How to Build a Better Boy,Movie,Tech-savvy best friends use their smarts to engineer the perfect boyfriend.,2014,94 min,"Action-Adventure,",Disney Plus
How to Fish,Movie,Goofy shows us how to fish… or how not to! See details for advisory.,1942,7 min,"Animation,",Disney Plus
How to Swim,Movie,Goofy demonstrates how to swim. See details for advisory.,1942,8 min,"Animation,",Disney Plus
Hulk and the Agents of S.M.A.S.H.,TV Show,Hulk and friends battle against evil.,2012,2 Seasons,"Action-Adventure,",Disney Plus
I'll Be Home for Christmas,Movie,A jokester zooms home for Christmas with a prize in mind – his dad's car!,1998,87 min,"Action-Adventure,",Disney Plus
Ice Age: The Great Egg-Scapade,Movie,Our favorite Ice Age herd embarks on a rescue mission that turns into the world’s first egg hunt.,2016,26 min,"Animation,",Disney Plus
Ice Princess,Movie,A brainy ugly duckling realizes her dream of becoming a champion figure skater.,2005,99 min,Coming,Disney Plus
Inner Workings,Movie,The tug-of-war between Paul’s head and his heart.,2016,6 min,"Animation,",Disney Plus
Inside Out,Movie,Five Emotions must work overtime when a young girl moves to a new city.,2015,95 min,"Animation,",Disney Plus
Inspector Gadget,Movie,A security guard's dreams come true when he is transformed into the ultimate crime-fighting tool.,1999,80 min,"Action-Adventure,",Disney Plus
Inspector Gadget 2,Movie,"While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget.",2003,90 min,"Action-Adventure,",Disney Plus
Into the Grand Canyon,Movie,"Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges.",2019,82 min,"Action-Adventure,",Disney Plus
Into the Okavango,Movie,Follow a team of explorers on an epic expedition to save the Okavango Delta.,2018,94 min,"Action-Adventure,",Disney Plus
Invincible,Movie,The story of a 30-year-old bartender who earned a chance to play for the Philadelphia Eagles.,2006,105 min,"Biographical,",Disney Plus
Invisible Sister,Movie,A Halloween science experiment leaves Cleo's popular sister invisible.,2015,79 min,"Comedy,",Disney Plus
Iron Man (Series),TV Show,Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.,1994,1 Season,"Action-Adventure,",Disney Plus
Iron Man Armored Adventures,TV Show,"After a tragic accident robs Tony of his father, he uses his new invincible armor to protect others.",2008,2 Seasons,"Action-Adventure,",Disney Plus
Iron Will,Movie,Will courageously joins a dogsled race that may save his family from ruin.,1994,109 min,"Action-Adventure,",Disney Plus
Jack,Movie,A mischievous 10-year-old boy lives life in a grown-up's body.,1996,113 min,"Comedy,",Disney Plus
Jack-Jack Attack,Movie,Kari thinks she's in for a routine night babysitting.,2005,6 min,"Animation,",Disney Plus
James and the Giant Peach,Movie,A young boy escapes his cruel home life when he discovers a giant peach.,1996,81 min,"Action-Adventure,",Disney Plus
Jane,Movie,An intimate portrait of Jane Goodall’s groundbreaking chimpanzee research.,2017,90 min,Animals,Disney Plus
Jessie,TV Show,"A small-town girl becomes a nanny for a quirky, rich family.",2011,4 Seasons,"Comedy,",Disney Plus
Jingle Pols,Movie,Nat Geo WILD re-joins the Pols in central Michigan as they get into the Christmas spirit.,2013,45 min,Animals,Disney Plus
Johnny Kapahala: Back on Board,Movie,"Johnny returns to Hawaii and has to babysit his 12-year-old ""Uncle Chris.""",2007,93 min,Coming,Disney Plus
Johnny Tsunami,Movie,A teen surfing sensation moves from Hawaii to a tiny Vermont ski town.,1999,92 min,Coming,Disney Plus
Jonas Brothers: The Concert Experience,Movie,An exclusive backstage pass into the world of the Jonas Brothers.,2009,89 min,Concert,Disney Plus
Journey to Shark Eden,Movie,A team of scientists explores pristine coral reefs around five remote islands near Tahiti.,2010,47 min,"Action-Adventure,",Disney Plus
Journey to the Center of the Earth,Movie,A professor and his colleague engage in a race to see who will reach the center of the Earth first.,1959,130 min,"Action-Adventure,",Disney Plus
Jump In!,Movie,A tough Brooklyn boxer agrees to join a Double Dutch jump rope team.,2007,86 min,Coming,Disney Plus
Jumping Ship,Movie,Modern-day pirates leave two cousins stranded on an island.,2001,93 min,"Action-Adventure,",Disney Plus
Jungle 2 Jungle,Movie,A Wall Street mogul learns he has a son who's been raised in the jungle.,1997,105 min,"Comedy,",Disney Plus
Jungle Cat,Movie,An intimate glimpse into the life-and-death struggles of a jaguar family.,1960,70 min,Animals,Disney Plus
Kazaam,Movie,"12-year-old Max Connor accidentally frees a 3,000-year-old genie.",1996,94 min,"Action-Adventure,",Disney Plus
Kickin' It,TV Show,The series will follow the crew of lovable misfits.,2010,4 Seasons,"Action-Adventure,",Disney Plus
Kim Possible,Movie,Kim Possible and Ron Stoppable take on high school.,2019,88 min,"Action-Adventure,",Disney Plus
Kim Possible Movie: So the Drama,Movie,Kim's new campus crush distracts her from Dr. Drakken's latest evil plot.,2005,70 min,"Action-Adventure,",Disney Plus
Kingdom of the Apes: Battle Lines,Movie,Gorillas and chimpanzees stuggle for power and dominance within their clans.,2017,44 min,Animals,Disney Plus
Kingdom of the Blue Whale,Movie,Marine scientists embark on a mission to uncover the mysteries of the blue whale.,2009,94 min,Animals,Disney Plus
Kingdom of the White Wolf,TV Show,"In the remote, majestic landcape of the high Arctic, a photographer seeks the legendary white wolf.",2019,1 Season,"Action-Adventure,",Disney Plus
Kitbull,Movie,An unlikely connection between a kitten and a pit bull sparks a unique friendship.,2019,9 min,"Animation,",Disney Plus
Knick Knack Theatrical Short,Movie,A snowman longs to break out of his snow globe.,2003,4 min,"Animation,",Disney Plus
Kronk's New Groove,Movie,Kronk cooks up a get-rich-quick scheme to impress his Dad.,2005,78 min,"Animation,",Disney Plus
La Luna,Movie,A peculiar story about a young boy coming of age.,2012,7 min,"Animation,",Disney Plus
Lab Rats,TV Show,Leo discovers a secret underground lab with three experiments.,2011,4 Seasons,"Action-Adventure,",Disney Plus
Lady and the Tramp,Movie,A house dog and a stray embark on an adventure and come to understand the value of home.,2019,111 min,"Action-Adventure,",Disney Plus
Lava,Movie,A love story that takes place over millions of years.,2015,9 min,"Animation,",Disney Plus
LEGO Disney Frozen: Northern Lights (Shorts),TV Show,Anna and Elsa search for the missing Northern Lights.,2016,1 Season,"Action-Adventure,",Disney Plus
LEGO Star Wars: All Stars,TV Show,"Han, Chewie, Leia and more team up for new adventures!",2018,1 Season,"Action-Adventure,",Disney Plus
LEGO Star Wars: All Stars (Shorts),TV Show,"Roger, the lovable battle droid, tells his story.",2018,1 Season,"Action-Adventure,",Disney Plus
LEGO Star Wars: Droid Tales,TV Show,C-3PO recounts the great adventures of the Rebels.,2014,1 Season,"Action-Adventure,",Disney Plus
LEGO Star Wars: Resistance Rises (Shorts),TV Show,Follow five untold stories before the Force awakened.,2015,1 Season,"Action-Adventure,",Disney Plus
LEGO Star Wars: The Freemaker Adventures,TV Show,12-year old Rowan Freemaker discovers the Kyber Saber.,2015,2 Seasons,"Action-Adventure,",Disney Plus
LEGO Star Wars: The Freemaker Adventures (Shorts),TV Show,The Freemakers lend a helping hand to the rebel fleet.,2016,1 Season,"Action-Adventure,",Disney Plus
LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,Movie,The enraged Emperor sends Darth Vader to destroy Luke.,2014,24 min,"Action-Adventure,",Disney Plus
LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,Movie,Luke Skywalker attempts a daring raid on Coruscant.,2014,24 min,"Action-Adventure,",Disney Plus
LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,Movie,Luke Skywalker accidently opens a remaining holocron.,2014,24 min,"Action-Adventure,",Disney Plus
LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,Movie,Yoda and Obi-Wan recall freeing the Holocrons from the Temple.,2014,24 min,"Action-Adventure,",Disney Plus
LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,Movie,Obi-Wan urges Luke to travel to Tatooine.,2014,24 min,"Action-Adventure,",Disney Plus
Lemonade Mouth,Movie,A ragtag group of freshmen come together in the name of rock 'n' roll.,2011,110 min,Coming,Disney Plus
Lend a Paw,Movie,Pluto's jealousy of a kitten leaves him conflicted about rescuing it. See details for advisory.,1941,8 min,"Animation,",Disney Plus
Leroy & Stitch,Movie,"Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch.",2006,76 min,"Action-Adventure,",Disney Plus
Let it Shine,Movie,A true poet overcomes self-doubt and shows everyone his artistic genius.,2012,103 min,Coming,Disney Plus
Life is Ruff,Movie,A teenager enters an adopted mutt into a dog show to try to win $5000.,2005,85 min,Animals,Disney Plus
Life With Mikey,Movie,An ex-child star struggling as an agent discovers a sassy new client.,1993,92 min,"Buddy,",Disney Plus
Life-Size 2,Movie,Eve magically awakes to help get Grace back on track.,2018,82 min,"Comedy,",Disney Plus
Lifted,Movie,A young alien bungles his first lesson in abduction.,2006,5 min,"Animation,",Disney Plus
Lilo & Stitch,Movie,A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands.,2002,86 min,"Action-Adventure,",Disney Plus
Lilo & Stitch 2: Stitch Has a Glitch,Movie,A glitch sends Stich out of control just before Lilo's big hula contest.,2005,70 min,"Animation,",Disney Plus
Lizzie McGuire,TV Show,"Lizzie McGuire has great friends, a great family and even great foes. Get inside her head.",2000,2 Seasons,"Comedy,",Disney Plus
Lonesome Ghosts,Movie,"Mickey Mouse, Donald Duck and Goofy run a ghost exterminating agency. See details for advisory.",1937,9 min,"Animation,",Disney Plus
Lost Treasures of the Maya,TV Show,A high-tech treasure map rewrites the history of the ancient Maya in the Guatemalan jungle.,2018,1 Season,"Docuseries,",Disney Plus
Lou,Movie,A toy-stealing bully meets his match in a Lost & Found box.,2017,7 min,"Action-Adventure,",Disney Plus
Luck of the Irish,Movie,"When his lucky charm is stolen, Kyle learns that he is part leprechaun.",2001,86 min,"Comedy,",Disney Plus
Luxo Jr.,Movie,A baby lamp finds a ball to play with.,1986,2 min,"Animation,",Disney Plus
Magician Mickey,Movie,Donald continually heckles Mickey's magic act. See details for advisory.,1937,8 min,"Animation,",Disney Plus
Mail Dog,Movie,Pluto must deliver mail to a remote outpost. See details for advisory.,1947,7 min,"Animation,",Disney Plus
Man Among Cheetahs,Movie,A wildlife filmmaker tries to keep up with a cheetah mom determined to keep her cubs alive.,2017,44 min,Animals,Disney Plus
Mars: Inside SpaceX,Movie,Go behind the scenes as Elon Musk and his engineers prepare for the Falcon Heavy rocket launch.,2018,47 min,Documentary,Disney Plus
Marvel Comics X-Men,TV Show,In the Marvel Comics universe mutants are persecuted by a hateful and fearful populous.,1992,5 Seasons,"Action-Adventure,",Disney Plus
Marvel Rising: Initiation (Shorts),TV Show,Ghost-Spider is falsely accused of her friend's death.,2017,1 Season,"Action-Adventure,",Disney Plus
Marvel Rising: Secret Warriors,Movie,Marvel’s young powered heroes join forces to protect the Universe.,2018,80 min,"Action-Adventure,",Disney Plus
